Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29 00:00:00-05:00,24.543515411583154,24.543515411583154,24.421408369734483,24.526071548461914,1003200,0.0,0.0,0.0
1993-02-01 00:00:00-05:00,24.54352094359317,24.700515747070312,24.54352094359317,24.700515747070312,480500,0.0,0.0,0.0
1993-02-02 00:00:00-05:00,24.683060790553235,24.77028008663293,24.63072921290542,24.752836227416992,201300,0.0,0.0,0.0
1993-02-03 00:00:00-05:00,24.787738894485194,25.03195307078554,24.770295024749455,25.014509201049805,529400,0.0,0.0,0.0
1993-02-04 00:00:00-05:00,25.101742521921793,25.17151803970337,24.822640450795493,25.119186401367188,531500,0.0,0.0,0.0
1993-02-05 00:00:00-05:00,25.101732254028317,25.15406387095819,24.962181275548662,25.10173225402832,492100,0.0,0.0,0.0
1993-02-08 00:00:00-05:00,25.101732254028317,25.188951615578105,25.066844509408405,25.10173225402832,596100,0.0,0.0,0.0
1993-02-09 00:00:00-05:00,25.014505483788824,25.014505483788824,24.87495454664077,24.92728614807129,122100,0.0,0.0,0.0
1993-02-10 00:00:00-05:00,24.92728191884892,24.979613511400736,24.857506462113165,24.962169647216797,379600,0.0,0.0,0.0
1993-02-11 00:00:00-05:00,24.99707968874999,25.188962366053726,24.99707968874999,25.084299087524414,19500,0.0,0.0,0.0
1993-02-12 00:00:00-05:00,25.049395560549954,25.049395560549954,24.89240074157715,24.89240074157715,42500,0.0,0.0,0.0
1993-02-16 00:00:00-05:00,24.822631117425146,24.822631117425146,24.229539439285684,24.264427185058594,374800,0.0,0.0,0.0
1993-02-17 00:00:00-05:00,24.264424538097792,24.299312280064864,24.15976131219658,24.246980667114258,210900,0.0,0.0,0.0
1993-02-18 00:00:00-05:00,24.526072200722965,24.526072200722965,23.898093111657513,24.22952651977539,378100,0.0,0.0,0.0
1993-02-19 00:00:00-05:00,24.2295245399092,24.31674385070801,24.19463681558968,24.316743850708008,34900,0.0,0.0,0.0
1993-02-22 00:00:00-05:00,24.386524944837134,24.438856543431204,24.31674948004504,24.403968811035156,513600,0.0,0.0,0.0
1993-02-23 00:00:00-05:00,24.473737786256194,24.49118164782872,24.26441144738586,24.386518478393555,373700,0.0,0.0,0.0
1993-02-24 00:00:00-05:00,24.403970007169043,24.700515747070312,24.403970007169043,24.700515747070312,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,24.683060790553235,24.77028008663293,24.63072921290542,24.752836227416992,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,24.805175034954544,24.805175034954544,24.66562412055255,24.787731170654297,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,24.874960924254896,24.874960924254896,24.68307833648014,24.717966079711914,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,24.73542149242672,25.084299087524418,24.70053373291695,25.084299087524414,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,25.11917219928097,25.206391547195143,25.084284460115303,25.188947677612305,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,25.223837129916987,25.223837129916987,25.049398422241214,25.04939842224121,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,25.084285107404828,25.18894832760262,24.962178017174065,24.97962188720703,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,25.031950551955426,25.537822723388672,25.031950551955426,25.537822723388672,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,25.485479761428255,25.502923621634572,25.398260460396674,25.450592041015625,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,25.450598094433992,25.5029296875,25.345934908301984,25.5029296875,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,25.52038586777424,25.590161358868635,25.39827875835905,25.43316650390625,70900,0.0,0.0,0.0
