Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1999-04-01 00:00:00-05:00,45.91497898601113,48.704951667452775,41.53073620088854,45.675838470458984,256366400,0.0,0.0,0.0
1999-05-01 00:00:00-04:00,45.54297676888314,47.615527637012015,41.61044435243349,44.240989685058594,259300000,0.0,0.0,0.0
1999-06-01 00:00:00-04:00,44.1612679611835,50.96348492752704,42.14850258930645,48.99721908569336,247872200,0.0,0.0,0.0
1999-07-01 00:00:00-04:00,49.15664026185598,52.47803487414355,47.429515063466454,48.120365142822266,195790400,0.0,0.0,0.0
1999-08-01 00:00:00-04:00,48.20009141692316,52.504619977861175,45.01155174215426,50.75092315673828,257880600,0.0,0.0,0.0
1999-09-01 00:00:00-04:00,51.06977507134712,54.20517229216864,49.84750157848449,51.17605972290039,289632000,0.0,0.0,0.0
1999-10-01 00:00:00-04:00,50.4851997578552,56.33085446665949,48.817859607957615,55.90571594238281,415435200,0.0,0.0,0.0
1999-11-01 00:00:00-05:00,55.90572121029809,66.9858950433277,55.43408311548688,62.49536895751953,366819200,0.0,0.0,0.0
1999-12-01 00:00:00-05:00,63.186222300809966,79.7134848201976,62.70794139188878,77.69407653808594,465355600,0.0,0.0,0.0
2000-01-01 00:00:00-05:00,81.78604938360871,83.00832302611879,67.80961599316747,76.25924682617188,583431800,0.0,0.0,0.0
2000-02-01 00:00:00-05:00,76.1263859076578,91.40480541792071,75.19639515485919,90.76709747314453,575169800,0.0,0.0,0.0
2000-03-01 00:00:00-05:00,91.19226048090687,102.45843718367625,85.87802618714773,93.10538482666016,721106900,0.0,2.0,0.0
2000-04-01 00:00:00-05:00,91.63066458261737,92.78651028635635,66.3216293455743,80.56377410888672,678411400,0.0,0.0,0.0
2000-05-01 00:00:00-04:00,81.41402262063852,82.3705842441186,61.43251315238781,70.67927551269531,563189300,0.0,0.0,0.0
2000-06-01 00:00:00-04:00,72.4329480786786,84.78853166510031,70.14782939387803,79.4477310180664,469516700,0.0,0.0,0.0
2000-07-01 00:00:00-04:00,79.50091224313198,86.78141022261667,72.88469327637401,76.04666137695312,381758100,0.0,0.0,0.0
2000-08-01 00:00:00-04:00,76.36555772337967,86.7283160783268,70.83875326740785,86.40946197509766,378312400,0.0,0.0,0.0
2000-09-01 00:00:00-04:00,87.57855542679907,88.0169796272063,73.97411963234485,75.46210479736328,510706700,0.0,0.0,0.0
