Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2008-12-01 00:00:00-05:00,2.2451304123006417,2.523899442244471,1.7833385765808127,2.370185613632202,2149171200,0.0055,0.0,0.0
2009-01-01 00:00:00-05:00,2.419342917822638,2.746880503131415,1.6637876515136394,1.7955855131149292,3150088800,0.0,0.0,0.0
2009-02-01 00:00:00-05:00,1.7127226261271005,2.1374778523403775,1.2325080963457484,1.2422950267791748,4297641600,0.0,0.0,0.0
2009-03-01 00:00:00-05:00,1.1685664038189556,1.7107655713311472,0.9134525229560213,1.4758778810501099,7163930400,0.006917,0.0,0.0
2009-04-01 00:00:00-04:00,1.430309614667087,2.0587294883142553,1.417218107522521,1.9428645372390747,4964439600,0.0,0.0,0.0
2009-05-01 00:00:00-04:00,1.9533386292774841,2.340864034034629,1.9042433268644823,2.247255325317383,4001863200,0.0,0.0,0.0
2009-06-01 00:00:00-04:00,2.340864894829845,2.520881319585732,1.9978520211075739,2.223036050796509,3751129200,0.009333,0.0,0.0
2009-07-01 00:00:00-04:00,2.2579907319011094,2.814440230772403,1.8684098458188472,2.7303483486175537,3114702000,0.0,0.0,0.0
2009-08-01 00:00:00-04:00,2.8183814971272514,3.1921951439576595,2.663994922163491,3.0180985927581787,2417404800,0.0,0.0,0.0
2009-09-01 00:00:00-04:00,2.9727683501915,3.6073968266567227,2.767138411616685,3.353808879852295,1840644000,0.009583,0.0,0.0
2009-10-01 00:00:00-04:00,3.33481856468331,3.7989938367566634,3.01088365433487,3.1004271507263184,1958238000,0.0,0.0,0.0
2009-11-01 00:00:00-04:00,3.143881624849807,3.8753689124743835,3.0457791218095114,3.2400081157684326,1675788000,0.543,0.0,0.0
2009-12-01 00:00:00-05:00,3.7757879426976175,4.0986385571310295,3.5916216771758402,3.915217638015747,1016917200,0.006667,0.0,0.0
2010-01-01 00:00:00-05:00,4.024257902864364,4.331921407478476,3.4709131955994224,3.481368064880371,1285686000,0.0,0.0,0.0
2010-02-01 00:00:00-05:00,3.5620176596709614,3.907018325622229,3.1946147082287957,3.8084466457366943,1477447200,0.0,0.0,0.0
2010-03-01 00:00:00-05:00,3.86445268780414,4.56864143974143,3.8584782330647074,4.444680690765381,1016156400,0.115917,0.0,0.0
2010-04-01 00:00:00-04:00,4.637536686084635,5.205476979160616,4.564155585258178,4.778948783874512,1049462400,0.0,0.0,0.0
2010-05-01 00:00:00-04:00,4.839334660107163,4.995269702246834,3.1393377991313094,3.636953830718994,1672417200,0.0,0.0,0.0
2010-06-01 00:00:00-04:00,3.521532455311916,4.008446611834889,2.974994947668004,2.9887537956237793,1334606400,0.00475,0.0,0.0
2010-07-01 00:00:00-04:00,3.0021247127282606,3.837791130282719,2.818461689230101,3.6273438930511475,1084042800,0.0,0.0,0.0
2010-08-01 00:00:00-04:00,3.7964665051299815,3.911255842578142,3.0342651555927587,3.1475236415863037,921310800,0.0,0.0,0.0
2010-09-01 00:00:00-04:00,3.2607816382107844,4.2066456105577945,3.2538943403016414,4.036757469177246,716317200,0.0085,0.0,0.0
2010-10-01 00:00:00-04:00,4.128957670279587,4.6457485397415015,3.937270056793286,4.5207672119140625,530877600,0.0,0.0,0.0
2010-11-01 00:00:00-04:00,4.582874884359424,5.0421594507379455,4.401921865984321,4.520001411437988,424884000,0.0,0.0,0.0
2010-12-01 00:00:00-05:00,4.713223613134212,5.528280772915851,4.713223613134212,5.482275485992432,247083600,0.0,0.0,0.0
2011-01-01 00:00:00-05:00,5.596521106175312,6.07497418921547,5.506811290211182,5.841114521026611,248073600,0.0,0.0,0.0
2011-02-01 00:00:00-05:00,5.949993489109178,6.706009812918136,5.943092566061384,6.452215194702148,236655600,0.0,0.0,0.0
2011-03-01 00:00:00-05:00,6.517390472846636,6.528891575172251,5.354995111490647,6.4292144775390625,437520000,0.0,0.0,0.0
2011-04-01 00:00:00-04:00,6.543459740201368,7.008110956982034,5.97146228632036,6.993542194366455,245343600,0.0,0.0,0.0
2011-05-01 00:00:00-04:00,7.090152786269934,7.10395419433745,6.208388603676221,6.732080459594727,295820400,0.0,0.0,0.0
2011-06-01 00:00:00-04:00,6.678407599692643,6.688375746794621,5.461572366550739,6.324935436248779,334798800,0.0,0.0,0.0
2011-07-01 00:00:00-04:00,6.334902533755742,6.877762419968903,5.724568125919221,5.881752014160156,375048000,0.0,0.0,0.0
2011-08-01 00:00:00-04:00,6.09260950950009,6.280463011869786,3.4795196752089095,4.5951433181762695,1243596000,0.0,0.0,0.0
2011-09-01 00:00:00-04:00,4.592075589757804,4.719357241727004,3.4166452757723813,3.5554280281066895,996860400,0.0,0.0,0.0
2011-10-01 00:00:00-04:00,3.4894860983169416,5.232312517341681,3.0087328721299165,4.755392551422119,754209600,0.0,0.0,0.0
2011-11-01 00:00:00-04:00,4.365883778924252,5.0275909718622085,3.7126113396529004,4.580574035644531,598969200,0.0,0.0,0.0
2011-12-01 00:00:00-05:00,4.559105973021281,4.829002339780724,4.086019976884362,4.664917945861816,517988400,0.0,0.0,0.0
2012-01-01 00:00:00-05:00,4.907211009056804,5.625658209254105,4.736225692860139,5.358060836791992,315596400,0.0,0.0,0.0
2012-02-01 00:00:00-05:00,5.478440370077146,6.244425198597161,5.466939271607651,6.055037021636963,247516800,0.0,0.0,0.0
2012-03-01 00:00:00-05:00,6.127112938634279,6.778085111132337,5.71229984396763,6.607866287231445,216315600,0.0,0.0,0.0
